text_id,text_clean,topic,label
1-1205,asean indonesia 2023 sea today delegations to attend 43rd asean summit brunei darussalam cambodia indonesia malaysia lao pdr thailand myanmar the philippines singapore viet nam timor leste australia china new zealand india republic of korea canada japan russia bangladesh usa cook islands united nations international monetary the world bank world bank world conomic ic forum trilateral cooperation secretariat amro asean 3macro research oftice world economic forum indian ocean rim assocaon pacific sland forum konferensi tingkat tinggi ktt ke 43 asean akan segera berlangsung para delegasi negara negara pun juga sudah mulai tiba di jakarta ktt ini akan dihadiri oleh 22 pemimpin negara dan delapan perwakilan organisasi dunia ingin tahu siapa saja yang akan hadir dalam acara ini berikut daftarnya the 43th asean summit will soon begin the delegates have also started arriving in jakarta the summit is expected to be attended by 22 country leaders and eight international organization representatives want to know who will be attending this event here s the list,Tionghoa,0
2-10485,kenapa sodara sodara gue pada ngira gue banyak uang padahal mereka gak tau untuk punya gaji kita harus kerja sebulan full harus jaga hati mental biar tetep waras masa tempo gajian duit gua mau pada dipake ama mereka gila aja kalau ada juga mending gua nikmatin sendirian bye,Disabilitas,0
2-4538,hasil pengeluaran china hari selasa 05 september 2023 result 1 4036 shio naga result 2 5032 result 3 0833 selamat kepada pemenang salam jp,Tionghoa,0
2-2465,jubir militer israel ungkap hal mengejutkan soal iron dome warga israel yang terbunuh akan jauh lebih tinggi,Jewish,0
1-3108,malaysia menyalahkan indonesia akibat kebakaran hutan dan lahan di sumatera dan kalimantan mereka mengklaim kiriman asap telah mempengaruhi tingkat kualitas udara sepanjang pantai barat dan sarawak hingga membuat polusi yang tinggi secara keseluruhan kualitas udara di negara ini menunjukkan kemerosotan kebakaran hutan yang terjadi di bagian selatan sumatera dan bagian tengah dan selatan kalimantan borneo indonesia telah menyebabkan kabut asap melintasi perbatasan kata direktur jenderal departemen lingkungan hidup malaysia wan abdul latiff wan jaffar pada jumat 29 92023 seperti dikutip south china morning post dari laman afp tudingan direktur jenderal departemen lingkungan hidup malaysia itu merujuk pada laporan citra satelit asean specialized meteorological centre asmc berbasis di singapura yang memantau kabut asap di asia tenggara menurut asmc citra satelit menunjukkan 52 hotspot atau titik api di pulau sumatera dan 264 lainnya berada di pulau kalimantan borneo sementara itu tudingan malaysia langsung dibantah keras oleh pemerintah indonesia melalui menteri lingkungan hidup siti nurbaya bakar ia juga menilai laporan data yang disampaikan pihak malaysia hanya kabut asap yang ada di sumatra dan kalimantan bukanlah titik api faktanya adalah tidak ada kabut asap lintas batas mereka malaysia mengacu pada data titik api apakah mereka tidak tahu perbedaan antara hotspot dan titik api kalau anda tidak tahu persis jangan bicara sembarangan kata siti nurbaya bakar pada sabtu 30 9 2023,Tionghoa,0
2-5985,album baru end sepertinya bakal menjadi album terbaik 2023 versi gw ini album keren banget bgst sungkem sama will putney pemilihan sound mixing mastering nya sinting sih,Disabilitas,0
4-2108,punya rumah impian di daerah sekumpul dpnya cuman 5 juta aja seriuan sini aku kasih tau rumah nya ini berada di sekumpul ujung tepatnya di jl mesjid belakang sd alam martapura rumah classic modern type 45 ini ready cuman 3 unit aja dijamin nyaman karena lokasinya super strategis di daerah sekumpul jalan full paving blok juga jadi udah pasti nggak bakal repot deh soal biaya lainnya tenang biaya biaya ribet kayak balik nama admin bank notaris sampe pajak gratis developer yang nanggung jadi buat kamu langsung siap tinggal aja jarak antara rumah ini ke musholla arraudah sekumpul cuman 6menit aja dan ke mesjid nurul iman cuman 2 menit aja sangat dekat kan dan tau ga ada diskon gila gila an lagi loh spesial kamu yng beli cash di awal tahun ini potongannya hingga 50jt bisa jadi milikmu juga buruan di beli sekarang ya sebelum kehabisan info lebih lanjut hubungi admin kami di punya rumah impian di daerah sekumpul dpnya cuman 5 juta aja seriuan sini aku kasih tau rumah nya ini berada di sekumpul ujung tepatnya di jl mesjid belakang sd alam martapura rumah classic modern type 45 ini ready cuman 3 unit aja dijamin nyaman karena lokasinya super strategis di daerah sekumpul jalan full paving blok juga jadi udah pasti nggak bakal repot deh soal biaya lainnya tenang biaya biaya ribet kayak balik nama admin bank notaris sampe pajak gratis developer yang nanggung jadi buat kamu langsung siap tinggal aja jarak antara rumah ini ke musholla arraudah sekumpul cuman 6menit aja dan ke mesjid nurul iman cuman 2 menit aja sangat dekat kan dan tau ga ada diskon gila gila an lagi loh spesial kamu yng beli cash di awal tahun ini potongannya hingga 50jt bisa jadi milikmu juga buruan di beli sekarang ya sebelum kehabisan info lebih lanjut hubungi admin kami di,Disabilitas,0
3-1728,asli gue baru kali ini ketemu ama fans yg berasa mereka itu pusat dunia seluruh dunia harus berputar disekeliling mereka doang merasa idol mereka doang yang paling disukai membabi buta nyerang orang lain yg gak sependapat sama sipaling,Disabilitas,1
103-86,ncep gak pernah posting kerja nya jokowi selama 2 periode krn proyek cina semua,Tionghoa,1
2-6426,breaking news militer israel menyatakan bahwa konfrontasi terjadi di 7 wilayah perbatasan jalur gaza dan perbatasan selatan palestina,Jewish,0
1-1058,ini buat para kadrun yg sering nuduh pemerinta pki di sini sedikit gw jelasin syaiful sahab jenderal jenderal loyalis soekarno pun yang disebut sebagai pahlawan revolusi dan juga jutaan rakyat indonesia adalah korban pembantaian soeharto dengan dibantu intelejen barat satu satunya jenderal lulusan setara sd yang mudah dimancaatkan mafia barat yuk mikiiiir tuan mereka sedang berusaha untuk menihilkan kebijakan kebijakan yang telah diproses pemerintah indonesia isu jokowi pki lah isu kebangkitan komunis lah isu anti cina lah dan lain truncated,Tionghoa,1
4-153,cakepnyaaa kecilnya kek cindo,Tionghoa,0
4-4796,eh blok gak perlu pake settingan atau drama faktanya adalah cuma ada 1 china yg dukung wan kibul itupun sudah mamposss jd gosah heran skrg dana 9 naga itu ngalir ke paslon mana yg jelas bukan 01,Tionghoa,0
2-3523,siapa bilang boikot produk pro israel tak berdampak ini penjelasan azzam izzulhaq,Jewish,0
2-4153,sumpah muak banget dengerin perempuan gila nadin hamija di radio belom tau aje bencong gila gimane,Disabilitas,1
1-2701,gaza sebelum and sesudah 7 oktober ini nyata kekejaman zionis israel,Jewish,1
3-2734,walaupun umur muda tapi gigi permanen gini kalo ga gosok sakit nya gila,Disabilitas,0
1-4509,bandara luton di inggris terbakar yang bersumber dari mobil hybrid dengan baterai listrik,UNKNOWN,0
102-49,jokowi dulu ku puja sekarang gk lagi kenapa karena jerumuskan anak nya ke kelompok orang jahat kalau gibran jd capres is ok tapi gibran hanya di jadikan cawapres panjang cerita gibran hanya buat mencari pendukung menangkan golkar otaknya kan golkar gerindra tunduk setelah ini umpama prabowo menang gibran akan jd kebo budek gk bisa berbuat apa apa jokowi mau protes gk bisa dia gk ada partai,Disabilitas,1
3-867,gay kunjungi panti sosial biro sdm polda riau salurkan ratusan paket sembako,LGBTQ+,0
1-6332,kegiatan penerimaan mahasiswa magang dari universitas syiah kuala di kantor pertanahan kota banda aceh sebanyak 4 orang mahasiswa program studi ilmu tanah fakultas pertanian universitas syiah kuala didampingi oleh prof ir sugianto ph d sebagai,Syiah,0
2-2994,tak pernah phk karyawannya prabowo hanya berdusta raisa tiktok 16 m mata najwa siang kamis kiko de gea tka china onana gojo gege jurnalis kim jongdae sukuna terapi,Tionghoa,0
2-3414,israel iki memang negara kocak banyak brand kocar kacir gegara posting dia knp zionis ga bikin negara di amerika aja yak,Jewish,1
4-1015,anies akan bubarkan bumn jika terpilih menjadi presiden,UNKNOWN,1
1-5826,nauzubillah kapok jadi gendut ini foto waktu smp di taman melbourne di australia liat perutnya lebar banget kanan kirinya menu makan saya sarapan pagi sambil nonton teletubbies nasi nugget lalu lanjut nasi sosis lalu lanjut nasi ind mie atau nasi mie s dap makan siang sambil main ps nasi sama daging sapi makan malam nasi telor atau mie lagi dan ayam krispi kalau dibeliin ortu satu aja pantangan dalam hal makan yaitu say no to sayur dan buah kebayang kan gimana jeleknya badan ini sampai akhirnya kena bentol2 super besar kata dokter faktor darah kotor gara2 makanan sekarang pola makan saya bebas tanpa pantangan dengan syarat tidak melebihi kebutuhan kalori harian dan diusahakan protein banyak harus buah tiap hari dan sayur hijau paling senengnya lotek atau karedok tempe tahu telor jamur krispy menu harian yang hampir selalu ada sesekali makan daging ayam atau sapi tapi agak jarang karena saya kurang suka ngunyah lama2 tidak lupa juga ice cream donat seblak dll agar hidup lebih happy yang penting diiringi dengan angkat dumbell 16 kg sit up push up pull up plank dan cardio seminggu 150 menit legaaa banget kerasa badan ini gesit lincah kuat gak gampang capek nauzubillah kapok jadi gendut ini foto waktu smp di taman melbourne di australia liat perutnya lebar banget kanan kirinya menu makan saya sarapan pagi sambil nonton teletubbies nasi nugget lalu lanjut nasi sosis lalu lanjut nasi ind mie atau nasi mie s dap makan siang sambil main ps nasi sama daging sapi makan malam nasi telor atau mie lagi dan ayam krispi kalau dibeliin ortu satu aja pantangan dalam hal makan yaitu say no to sayur dan buah kebayang kan gimana jeleknya badan ini sampai akhirnya kena bentol2 super besar kata dokter faktor darah kotor gara2 makanan sekarang pola makan saya bebas tanpa pantangan dengan syarat tidak melebihi kebutuhan kalori harian dan diusahakan protein banyak harus buah tiap hari dan sayur hijau paling senengnya lotek atau karedok tempe tahu telor jamur krispy menu harian yang hampir selalu ada sesekali makan daging ayam atau sapi tapi agak jarang karena saya kurang suka ngunyah lama2 tidak lupa juga ice cream donat seblak dll agar hidup lebih happy yang penting diiringi dengan angkat dumbell 16 kg sit up push up pull up plank dan cardio seminggu 150 menit legaaa banget kerasa badan ini gesit lincah kuat gak gampang capek,Disabilitas,0
2-11933,tas selempang wanita premium formal kerja business gift hampers ultah pernikahan wisuda kondangan tas wanita cantik korea cina premium lokal brand hanya rp104 720 di shopee sekarang juga,Tionghoa,0
2-9163,china makin paniiiik ketinggalan 2 0 sekarang sama india gokilssssss,Tionghoa,0
4-3775,pendemo di aceh angkut paksa pengungsi rohingya,Rohingya,0
2-1691,ghinsherry makin dewasa bukannya positif thinking malah positif sinting 6 20 27 sep 23 23 2 views t positif thinking in public positif sinting in private,Disabilitas,1
1-6759,0 ap just in menteri israel suarakan genosida sebut menjatuhkan bom nuklir di gaza akan menjadi sebuah pilihan unexplnd menteri warisan israel amichai eliyahu menyebut pihaknya mungkin akan menjatuhkan serangan nuklir di jalur gaza komentar kontroversial eliyahu itu pun segera dikecam berbagai pihak hal tersebut disampaikan eliyahu ketika diwawancara radio kol berama sabtu 4 11 selain itu eliyahu mendukung israel untuk merebut jalur gaza dan membuat permukiman di sana politikus israel itu mengaku tidak mau tahu mengenai nasib warga palestina jika diusir dari gaza mereka bisa pergi ke irlandia atau ke gurun orang orang di gaza harus mencari solusi sendiri kata eliyahu dikutip times of israel follow for more,Jewish,0
2-7499,kalo kairi udah mode assassin cw claude makro kalian harus lebih gila dari onic catat ini kawan,Disabilitas,0
4-1760,pj gubernur sulsel bahtiar baharuddin bersama forum komunikasi pimpinan daerah forkopimda provinsi sulawesi selatan sulsel meninjau persiapan perayaan natal di gereja emanuel jalan balai kota makassar dan gereja katolik jalan tupai 2 kecamatan mamajang minggu malam 24 desember 2023 artikel ini telah tayang di herald sulsel dengan judul berjalan lancar pj gubernur bersama forkopimda sulsel pantau perayaan natal selengkapnya download aplikasi herald id untuk akses berita lebih mudah dan cepat android play store pj gubernur sulsel bahtiar baharuddin bersama forum komunikasi pimpinan daerah forkopimda provinsi sulawesi selatan sulsel meninjau persiapan perayaan natal di gereja emanuel jalan balai kota makassar dan gereja katolik jalan tupai 2 kecamatan mamajang minggu malam 24 desember 2023 artikel ini telah tayang di herald sulsel dengan judul berjalan lancar pj gubernur bersama forkopimda sulsel pantau perayaan natal selengkapnya download aplikasi herald id untuk akses berita lebih mudah dan cepat android play store,Kristen,0
2-4918,orang gila ngampus pake celana putih me,Disabilitas,0
4-2361,edia hijrah salaf membaca astaghfirullah di bulan rajab bismillah dari nabi shallallahu alaihi wa sallam beliau bersabda siapa yang mengucapkan di bulan rajab astaghfirullah laa ilaaha illaa huwa wahdahu laa syariika lah wa atuubu ilaih sebanyak 100x dan menutup dengan sedekah maka allah akan menutup akhir kehidupannya dengan rahmat dan ampunan dan siapa yang membacanya sebanyak 400x allah akan catat baginya pahala seratus syahid bagaimana derajat hadist ini hadits ini tidak ada landasannya dalam alquran dan sunah serta atsar wallahua lam islamqa distributed by hijrah salaf click to join follow and share at,UNKNOWN,0
2-5185,ariel orgil buka baju orgillll sakjiw anjgggf,Disabilitas,0
2-7079,gila serem bgt haeder gue berasa diliatin,Disabilitas,0
2-659,mengonfirmasi serangan tersebut layanan penyelamatan israel zaka mengatakan telah menemukan setidaknya 260 jenazah yang akan dipindahkan dari lokasi festival,Jewish,0
1-1872,tv7n tvone mencekam tanpa henti israel hujani roket ke palestina kondisi warga gaza memilukan foto timewa selengkapnya followu vo û situasi kota gaza palestina saat ini begitu mencekam pasalnya israel hujani roket di tempat padat penduduk di gaza bahkan ironinya warga gaza pun kondisinya saat ini memilukan hal ini tak lain karena israel akan menghancurkan bala bantuan untuk palestina bila melewati jalur gaza selain itu menhan israel memastikan akan memerangi palestina simak berita selengkapnya di,Jewish,0
2-5993,gila kerja sama india singapore,Disabilitas,0
3-1468,indonesia membawa deretan pemain terbaiknya ke turnamen china open 2023 sebanyak 17 wakil indonesia akan berjuang di turnamen level tinggi china open 2023 yang menyajikan hadiah cukup fantastis yakni usd 2 juta sekitar rp 30 48 miliar,Tionghoa,0
1-4949,messi ronaldo mending ga usah sok ngide bikin statement soal pro israel palestina deh,Jewish,0
2-7505,menkes belakangan mendekati china hingga jerman bahas soal permintaan vaksinasi tb baru vaksin yang ada saat ini diklaim efektivitasnya rendah,Tionghoa,0
2-553,sekretaris jenderal hizbullah as sedang mengatur perang israel saat ini dipimpin oleh sekelompok orang bodoh seperti netanyahu as adalah manajer perang,Jewish,1
1-1535,kode barcode berawalan angka 729 merupakan produk israel,Jewish,0
2-12782,penasihat netanyahu bilang israel tak akan duduki kembali gaza t namun berencana untuk mempertahankan kehadiran keamanan,Jewish,0
4-467,setelah semua dinamika ini yang masih dukung israel itu kalo gak bener2 jahat ya bener2 tolol udah gaada tengah2,Jewish,1
1-5608,tanaman bionik baru mengandung nanopartikel,UNKNOWN,0
4-1466,sandalanak mo harga 109 000 warna pink blue white green yellow tersedia size 26 27 28 29 30 31 original china bahan karet tinggi sol 2 cm berat 200 gram size insole 26 27 16 cm 28 29 17 cm 30 31 19 cm sandalanak mo harga 109 000 warna pink blue white green yellow tersedia size 26 27 28 29 30 31 original china bahan karet tinggi sol 2 cm berat 200 gram size insole 26 27 16 cm 28 29 17 cm 30 31 19 cm,Tionghoa,0
4-2792,menlu retno marsudi perintahkan usir pengungsi rohingya,Rohingya,0
4-3690,hariansinggalang co id kunjungi pengungsi di x koto bupati jangan panik tetap waspada sejumlah warga dibolehkan pulang tanah datar bupati tanah datar eka putra bersama istri ketua dprd tanah datar roni mulyadi bersama istri dan dandim 0307 tanah datar sutrisno serta forkopimca x koto kunjungi pengungsi bencana erupsi gunung marapi di mushola nurul ikhlas kecamatan x koto pada minggu 14 1 2023 dalam kesempatan itu bupati mengingatkan para pengungsi untuk jangan panik namun tetap waspada selengkapnya baca di,Rohingya,0
4-4215,pecah tangis pengungsi rohingya diusir paksa mahasiswa di aceh tangis pengungsi rohingya pecah saat ratusan massa mahasiswa mengusir paksa para imigran tersebut dari tempat penampungan sementara di gedung balee meuseuraya aceh bma menuju ke kantor kemenkumham aceh rabu 27 12 peristiwa itu bermula ketika massa mahasiswa yang terdiri dari universitas al washliyah universitas abulyatama dan bina bangsa getsempena menggelar demonstrasi di gedung bma jarak massa dari tempat pengungsi rohingya hanya berkisar 40 meter sebab tempat penampungan sementara untuk mereka saat ini sudah penuh sumber,Rohingya,0
3-2553,gila fair play itu endingnya luke ditusuk emily kah sinting kalo iya edan,Disabilitas,0
1-2665,lama lama israel kayak orang bar bar tidak berperikemanusiaan dan tidak punya peradaban,Jewish,1
2-2184,upnsby ndi to sg jare supersolid iki ga diewangi ta masalah e iki oh iyo lali iku lak wes supersolid se ya supersolid bisu kabeh xixixixi,Disabilitas,0
2-3551,kek budi ditemukan tewas di gubuk dekat pekuburan cina jika ada informasi dan berita yang ingin disampaikan hubungi nomor dibawah ini 6281265674446,Tionghoa,0
3-417,pengawas ham israel bunuh 100 anak setiap hari di gaza pasukan israel telah membunuh rata rata 100 anak setiap hari dalam pemboman mereka di jalur gaza yang terkepung sejak 7 oktober kata observatorium hak asasi manusia,Jewish,0
2-7533,ginting dihadang wakil china di babak 32 besar tetap semangat ginting dihadang wakil china di babak 32 besar tetap semangat,Tionghoa,0
2-154,israel memberitahu pbb untuk mengevakuasi 1 juta lebih warga jalur gaza dlm 24 jam pbb mendesak agar israel mencabut perintah evakuasi tersebut atas dasar kemanusiaan israel merespon minta pbb agar stafnya dievakuasi,Jewish,0
4-3934,rohingya x indonesia rohindo jangan sampai njirr,Rohingya,0
2-12145,menteri perdagangan ri zulkifli hasan mendag zulhas memastikan rencana pasokan beras sebanyak 1 juta ton dari china akan segera dikirim ke indonesia,Tionghoa,0
1-5023,ayo kita sambut anggota baru kasmankasman taufiqurrahman lidya salsabila febri bane pemilik aliknoe ahmad reza amar badui abdul gani m don karim maimunsyah yos kambu thomas suyatno irma mawar jery alerbitu nyong timur yhuliana m bereck tcah snex militan pakde areng darmawansyawal kasino nyai nyimas ayu m masykuri novlifa ylkwa alank ris alank gus as hermin manurung bertus bertus kristina hakim sukahar sanusi andi maulana slank gede alam fery tanjung fajri fajri mansyur es syahrul ugik gil gunawan awan harun amoye yeimo abdullah dagang aditya pratama deslin sepriyani nabila quino capthen amin tuấn black salesius jono mai yadi bakso tresno mas dor riski putra agus tantia az zahra fahrezi aep saepudin muh arifin muh firman fayyad kang iyang sari novita novita cak sin ainol yaqin mujelli syarifudin pasbar sahar pungloe sahar pungloe figo fransisko damay krystyan zebua nabila dewi jackagantz andi rimba suparman mam daram khaij gaco makayoa yatin iwan putra sakirun purba mat ali bela purwansyah purwansyah mubahizul nafqo marsel melyi muhammad robiyani gelsy tutu triy delia dibyo gita lo amirah maulidia lery akt offecial herman anjel mandae huamual fan tanju amir mahmud tupaley manroe intan masni nia it z adhe ruth nunu haenudin adel abu kholil barbie woo danar saputra itiak patha abd fatah ibrahim saripuddin aldi bay lana kana berkelana arif pekanbaru riau firra raisya ahmad tamang mude erwin nababan lukwanto munir gun dala all gntng nita ita putry dedi firmansyah lang sakti bintang dilangit sriwijaya putro ayek hendyra cipta hutagaol kang ban s muara rkb ansori bahiro sutras andi pulampas mr beres mamath muntak seixas vatairra rustia tia sam iba berela iba p jago hellchat tod agus endo rebus tebai lukman syukur mahmudi mahmut hanis weni dhudy drmwn mas bayu lan kanggea homaning ferry edi srisudono pondoc bambu rohn dtt henro bonatua sitorus randy andy ach munir gradus kebo paijo nya paijem mutiaraku mutiara mokhtar lubis belsigaway soni jhun fabianus kancau fabianus kancau subandi lubis habibi pratamazhain jembo kase novan lafau nasik sebon rafa tugal cacing junaidilah jun adi mega wati joe briyan ipin ipin bi ji eneas yando yando eneas muoh erik sumarna sr allohumma ubatubet baihaqi rofiq amaendang dellaw asogo laia nsyah dia ar de ka la panatta daeng patombong elieser wery japang efendik saputra dundan prabilo gilangin hajian dihen hommy terjal tamala wijaya kusuma ahlia fulan husain roby ndruru rik kurniawan husni us tete khansa roy lololuan hiron nimuz bahri ammank amand m kholil akbar mtor rickardus tarmy asokome ginan shnay nana mardiana andi rusydi rusdi aldi alviqri mhd azis sukma putra ismail sakau rusli ottovianus tsabriharun gregorius nafanu ahmad khotib yusuf indra rama heriyanto utaha marase,UNKNOWN,0
2-6106,tak sendirian begini cara pemuda pemuda di abu dis di selatan menghadapi dan merintangi para serdadu yahudi zionis yang sedang memburu para mujahidin yang sudah menginfiltrasi laporan selasa malam 10 10 2023,Jewish,0
2-9863,israel membalas serangan hamas dengan membom jalur gaza,Jewish,0
2-12123,presiden china gelar pembicaraan dengan presiden joko widodo,Tionghoa,0
2-1262,norak org2 yg dukung israel cari sensasi doang,Jewish,1
4-725,hanya gibran yang memakai microphone yang dipegang saat debat cawapres,UNKNOWN,0
4-1512,foto pelajar pasang gambar anies baswedan dan muhaimin iskandar di ruang kelas,UNKNOWN,0
1-1244,amien menilai ketua mk anwar usman yang merupakan ipar presiden jokowi seolah memberikan karpet merah untuk pembentukan dinasti politik pamannya itu membuatkan karpet merah itu hanya untuk gibran yang lebih butuh dari dia berlusin lusin kenapa dia kata amien di kawasan menteng jakarta pusat jumat 27 10 2023 ia juga menyindir presiden jokowi karena banyak terlibat dalam proses gibran menjadi bacawapres prabowo subianto jokowi harus berubah dong jangan malah petantang petenteng menjadikan anak ingusan yang nggak tahu apa apa itu malah melebihi prabowo pak prabowo jangan khawatir saya ada di sini kata amien setelah acara dialog kampanye perubahan di gedung joeang 45 jakarta pusat jumat 27 10 amien menilai gibran tidak mengerti masalah generasi milenial walaupun secara usia gibran menjadi cawapres termuda emangnya siapa dia itu jadi katanya diikuti kaum milenial saya kira itu menghina kaum milenial itu pintar pintar sehingga kemungkinan ada konflik horizontal terutama politiknya pada islam ditandai dengan penyakit islamofobia jadi anti islam tanpa sebab tutur mantan ketua mpr itu lebih jauh amien menyebut jokowi harus melakukan perubahan besar di tahun terakhirnya menjabat sebagai presiden jadi pak jokowi anda bisa nggak berubah dalam setahun yang akan datang ini anda harus minta maaf ke indonesia tuturnya,UNKNOWN,1
3-2392,nama cacat dibank karena spinjam nih emang dah paling benar jangan terlalu baikkk udahlah bukan aku yg pake ehhh diminta bayar susah,Disabilitas,0
2-4128,akun2 yang sejak 2014 manut buta ke pak jokowi sekarang pada jadi rebel ya,Disabilitas,0
