text_id,text_clean,topic,label
1-1088,solusi ketahanan pangan saya senang dengan cara pak ganjar menjawab soal ketahanan pangan ketika di tanya oleh mahasiswa dalam musawarah nasional pdip saya usulkan agar peran bulog harus efektif dia tidak terjebak dengan populisme tetapi akal sehat dan kongkrit bukan ngambang dan tidak jelas seperit teman sebelah,UNKNOWN,1
1-1089,ini mahluk provokator manusia penjikat pantat china,Tionghoa,1
1-109,prabowo subianto pendengaran nya udah ber kurang mungkin kebanyakan kalah nya jadi budek,Disabilitas,1
1-1090,titip tulisan ini di grup siapa tau bisa sampai ke yg bersangkutan babo ejb saya mengusulkan ke ganjar mahfud utk memasukkan program industri substitusi import ingat sukses story quick industri mesin pertanian berlokasi di wates kulonprogo yogyakarta import list yg bejibun di bea cukai disperindag dari china utamanya dan negara2 lain harus sebagian mulai diproduksi di indonesia ganjar mahfud menang babo ejb menteri perundustrian wassalamualaikum,Tionghoa,0
1-1091,ganjar sebut kontribusi etnis tionghoa besar dalam sejarah bangsa indonesia,Tionghoa,0
1-1092,prabowo kemitraan dengan china berjalan dengan prinsip saling menghormati menteri pertahanan prabowo subianto mengapresiasi kemitraan strategis komprehensif yang telah berjalan selama 10 tahun serta terjalin dengan sangat baik di antara indonesia dan china hal itu menurut prabowo terjadi lantaran kemitraan strategis komprehensif kedua negara dilandasi dengan prinsip saling percaya menguntungkan serta menghormati yuk join grup whatsapp untuk mendapat berita viral terbaru,Tionghoa,0
1-1093,setinggi apapun jokowi kalian puji kalian sanjungan namun faktanya hutang luar negri meroket harga bbm naik tarif listrik naik harga elpiji naik harga sembako naik harga minyak goreng naik pendidikan anjlok impor pangan tak terbendung hukum carut marut agama di intervensi demokrasi dikerdilkan oligarki diktator merajalela komunis tumbuh subur tka cina komunis banjiri indonesia dgn fakta itu apa yg anda banggakan hampir selama 10 thn memimpin negara ini tidak punya gagasan untuk menjadi negara mandiri membangun negara dr hutang sama dengan mewariskan hutang kpd anak cucu bangsa mengendos capres tertentu sama arti nya melanjutkan kegagalannya menjerumuskan bangsa ini kejurang kehancuran kita warga indonesia yg masih punya akal sehat mulai lah berfikir rapatkan barisan untuk mendukung capres yg berkomitmen untuk perubahan agar indonesia akan lebih baik,Tionghoa,1
1-1094,prabowo makin dekat dengan china hubungan prabowo subianto dengan china semakin jelas terlihat pertemuan prabowo subianto dan airlangga hartarto dengan pejabat china dalam peringatan ulang tahun republik china memunculkan pertanyaan menarik apakah prabowo semakin mendekatkan diri dengan china dan apakah china memberikan dukungan terselubung kepada prabowo,Tionghoa,0
1-1095,relawan tionghoa kalimantan barat deklarasikan dukungan untuk ganjar di pilpres 2024 menjunjung tinggi nilai nilai toleransi ganjar pranowo dapatkan dukungan dari relawan tionghoa kalimantan barat dukungan relawan tionghoa kalimantan barat kepada ganjar pranowo menuju pilpres 2024 ini tak lepas dari komitmen ganjar menjaga keutuhan republik indonesia dengan keberagaman suku dan budaya yang ada di tanah air mengingat sosok ganjar pranowo adalah pemimpin yang menjunjung tinggi nilai nilai tolaransi dan tegas menolak politik identitas,Tionghoa,0
1-1096,awas ada china dibelakangmu sudah ilusi dunia maya dalam dunia nyata nggak ada,Tionghoa,1
1-1097,kadrun bisanya nyalahin pemerintah karna bnyaknya tka china masuk indonesia ya iyalah mrk bawa modal inves di sini minjemin duit ke indonesia coba klo yaman yg invest dan pinjemin duit mungkin tka dari yaman yg banyak drun sayang yaman negara miskin boro2 minjemin duit penduduknya banyak kaburan kemari skdr cari makan,Tionghoa,1
1-1098,ada tetangga membantu kita minjamin duit ikut bekerja tapi malah disia siakan itulah china ada tetangga ngk minjamin duit malah ikut nyapres,Tionghoa,1
1-1099,kadrun bisanya nyalahin pemerintah karna bnyaknya tka china masuk indonesia ya iyalah mrk bawa modal inves di sini minjemin duit ke indonesia coba klo yaman yg invest dan pinjemin duit lalu bisa transfer teknologi mungkin tka dari yaman yg banyak drun sayang yaman negara miskin boro2 minjemin duit penduduknya banyak yg kelaparan mkny pada kabur ke berbagai negara,Tionghoa,1
1-11,ada yg mencaci memaki menfitnah gw mah bodo amat yg penting amin tetap di hati,UNKNOWN,0
